group,code,name,market,sector,periodReturn,bestStrategy,trades,winRate,averageReturn,maxDrawdown,latestSignal,priceScore,judgement,comment,nextCheck,caution
2倍監視候補,4378,ＣＩＮＣ,グロース（内国株式）,情報・通信業,-17.7,高値更新,2,100,46,0,上昇中押し目,141.1,良さそう,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
2倍監視候補,6276,シリウスビジョン,スタンダード（内国株式）,電気機器,7.7,高値更新,2,100,27.9,0,上昇中押し目,104.8,良さそう,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
2倍監視候補,1514,住石ホールディングス,スタンダード（内国株式）,鉱業,-18.4,高値更新,2,100,31.5,-4.9,待ち,98.2,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,4392,ＦＩＧ,プライム（内国株式）,情報・通信業,284.5,安値反転,2,100,27.3,-5.9,上昇中押し目,96.5,良さそう,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
2倍監視候補,6993,大黒屋ホールディングス,スタンダード（内国株式）,小売業,291.3,高値更新,2,100,30.6,-5,待ち,96.2,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,7256,河西工業,スタンダード（内国株式）,輸送用機器,328.4,上昇中押し目,2,100,24.1,-5.7,上昇中押し目,90.3,良さそう,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
2倍監視候補,7878,光・彩,スタンダード（内国株式）,その他製品,49.6,安値反転,2,100,26.5,-5.1,待ち,87.9,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,6696,トラース・オン・プロダクト,グロース（内国株式）,電気機器,-54.4,安値反転,2,100,24.1,-1.6,待ち,87.2,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,7901,マツモト,スタンダード（内国株式）,その他製品,-3.1,高値更新,2,100,22.7,0,待ち,86.3,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,7694,いつも,グロース（内国株式）,小売業,-22.7,安値反転,2,100,24.3,-2.9,待ち,86,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,3934,ベネフィットジャパン,スタンダード（内国株式）,情報・通信業,30,安値反転,2,100,19.2,-1.3,上昇中押し目,85.8,良さそう,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
2倍監視候補,4410,ハリマ化成グループ,プライム（内国株式）,化学,32.4,安値反転,2,100,20.6,-5.8,上昇中押し目,83.3,良さそう,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
2倍監視候補,9322,川西倉庫,スタンダード（内国株式）,倉庫・運輸関連業,97.7,高値更新,3,100,15.9,-2.6,安値反転候補,82.6,良さそう,安値圏から反転し始めた候補です。赤字・下方修正・信用需給が重くないか確認します,赤字有無、下方修正、信用需給,価格だけでは判断材料が足りない
2倍監視候補,5989,エイチワン,プライム（内国株式）,金属製品,14.6,安値反転,2,100,21.8,-1.9,待ち,82.3,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,5010,日本精蝋,スタンダード（内国株式）,石油・石炭製品,17.5,高値更新,2,100,20.6,0,待ち,82.2,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,4570,免疫生物研究所,グロース（内国株式）,医薬品,86.7,高値更新,6,83.3,17.6,-7.1,安値反転候補,81.8,良さそう,安値圏から反転し始めた候補です。赤字・下方修正・信用需給が重くないか確認します,赤字有無、下方修正、信用需給,価格だけでは判断材料が足りない
2倍監視候補,5939,大谷工業,スタンダード（内国株式）,金属製品,-8.1,高値更新,3,100,15.3,-2.7,安値反転候補,81.3,良さそう,安値圏から反転し始めた候補です。赤字・下方修正・信用需給が重くないか確認します,赤字有無、下方修正、信用需給,価格だけでは判断材料が足りない
2倍監視候補,9941,太洋物産,スタンダード（内国株式）,卸売業,29.2,上昇中押し目,2,100,16,0,上昇中押し目,81.1,良さそう,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
2倍監視候補,7567,栄電子,スタンダード（内国株式）,卸売業,14.7,安値反転,2,100,21.5,-2.4,待ち,81,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,3664,ＷＩＺＥ,グロース（内国株式）,情報・通信業,-38.2,安値反転,2,100,23.5,-6.1,待ち,80.7,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,7435,ナ・デックス,スタンダード（内国株式）,卸売業,37.4,安値反転,2,100,24,-7.9,待ち,79.6,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,5587,インバウンドプラットフォーム,グロース（内国株式）,情報・通信業,-21.7,安値反転,2,100,19.6,-1.1,待ち,78.8,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,5016,ＪＸ金属,プライム（内国株式）,非鉄金属,483,上昇中押し目,3,100,16.1,-4.6,上昇中押し目,78.7,良さそう,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
2倍監視候補,9888,ＵＥＸ,スタンダード（内国株式）,卸売業,18.7,安値反転,2,100,21.6,-4.5,待ち,78.7,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,6326,クボタ,プライム（内国株式）,機械,71,高値更新,2,100,18.9,-0.3,待ち,78.4,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,6522,アスタリスク,グロース（内国株式）,電気機器,144,上昇中押し目,3,100,15.3,-3.7,上昇中押し目,78.2,良さそう,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
2倍監視候補,6870,日本フェンオール,スタンダード（内国株式）,電気機器,50.3,上昇中押し目,2,100,19.8,-1.9,待ち,78.2,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,7885,タカノ,スタンダード（内国株式）,その他製品,46.2,高値更新,2,100,21,-4.8,待ち,77.4,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,2332,クエスト,スタンダード（内国株式）,情報・通信業,25.4,安値反転,2,100,18.2,0,待ち,77.3,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,5232,住友大阪セメント,プライム（内国株式）,ガラス・土石製品,61.7,安値反転,2,100,20.6,-5.9,待ち,75.2,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,6310,井関農機,プライム（内国株式）,機械,36.6,安値反転,2,100,17.1,0,待ち,75.1,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,1814,大末建設,プライム（内国株式）,建設業,48.5,高値更新,2,100,15.5,-5.8,安値反転候補,75,良さそう,安値圏から反転し始めた候補です。赤字・下方修正・信用需給が重くないか確認します,赤字有無、下方修正、信用需給,価格だけでは判断材料が足りない
2倍監視候補,1515,日鉄鉱業,プライム（内国株式）,鉱業,52.7,高値更新,4,100,15.8,-3.3,待ち,74.5,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,2303,ドーン,スタンダード（内国株式）,情報・通信業,-0.6,安値反転,2,100,17.6,-1.5,待ち,74.5,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,4651,サニックスホールディングス,スタンダード（内国株式）,サービス業,-6.2,安値反転,2,100,17.6,-1.5,待ち,74.5,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,281A,インフォメティス,グロース（内国株式）,情報・通信業,7.3,高値更新,2,100,16.6,0,待ち,74.3,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,4256,サインド,グロース（内国株式）,情報・通信業,-9.1,高値更新,2,100,16.5,-0.3,待ち,73.7,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,7734,理研計器,プライム（内国株式）,精密機器,25.7,安値反転,2,100,16.4,0,待ち,73.7,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,4351,山田再生系債権回収総合事務所,スタンダード（内国株式）,その他金融業,2.9,安値反転,2,100,19.2,-4.9,待ち,73.6,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,3908,コラボス,スタンダード（内国株式）,情報・通信業,2.2,安値反転,2,100,17.1,-1.4,待ち,73.5,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,5363,東京窯業,スタンダード（内国株式）,ガラス・土石製品,19.1,安値反転,2,100,16.4,-0.4,待ち,73.3,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,6648,かわでん,スタンダード（内国株式）,電気機器,101.9,高値更新,3,100,16.1,-2.4,待ち,73.3,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,7245,大同メタル工業,プライム（内国株式）,輸送用機器,165.5,高値更新,3,100,15.7,-1.8,待ち,73.2,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,7069,サイバー・バズ,グロース（内国株式）,サービス業,-13.2,安値反転,2,100,19.5,-5.7,待ち,73.1,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,6643,戸上電機製作所,スタンダード（内国株式）,電気機器,48.6,高値更新,3,100,15.8,-2.1,待ち,73,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,7513,コジマ,プライム（内国株式）,小売業,18.2,安値反転,2,100,17.2,-1.9,待ち,73,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,4679,田谷,スタンダード（内国株式）,サービス業,0.8,高値更新,2,100,15.4,0,待ち,71.9,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,7781,平山ホールディングス,スタンダード（内国株式）,精密機器,-27.5,高値更新,2,100,15.7,-0.7,待ち,71.5,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,6859,エスペック,プライム（内国株式）,電気機器,53.2,安値反転,2,100,16,-1.3,待ち,71.3,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,5458,高砂鐵工,スタンダード（内国株式）,鉄鋼,36.1,安値反転,2,100,16,-2,待ち,70.6,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,4341,西菱電機,スタンダード（内国株式）,サービス業,10.4,安値反転,2,100,15.6,-1.5,待ち,70.4,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,7004,カナデビア,プライム（内国株式）,機械,30.2,安値反転,2,100,15.7,-1.8,待ち,70.3,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,7426,山大,スタンダード（内国株式）,卸売業,-45.6,安値反転,2,100,16.8,-3.7,待ち,70.2,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,5233,太平洋セメント,プライム（内国株式）,ガラス・土石製品,11.6,安値反転,2,100,15.6,-2,待ち,69.8,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,155A,情報戦略テクノロジー,グロース（内国株式）,情報・通信業,65.4,高値更新,2,100,15.2,-1.6,待ち,69.4,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,6999,ＫＯＡ,プライム（内国株式）,電気機器,249.5,上昇中押し目,2,100,15.1,-1.8,待ち,69.2,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,9104,商船三井,プライム（内国株式）,海運業,7.1,高値更新,2,100,17.6,-5.9,待ち,69.2,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,543A,ＡＲＣＨＩＯＮ,プライム（内国株式）,輸送用機器,-22.6,上昇中押し目,2,100,15.6,-3,待ち,68.6,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,5290,ベルテクスコーポレーション,スタンダード（内国株式）,ガラス・土石製品,19.2,高値更新,2,100,15.3,-2.9,待ち,68.1,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,3093,トレジャー・ファクトリー,プライム（内国株式）,小売業,11.3,安値反転,2,100,16.5,-5.1,待ち,67.8,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,8066,三谷商事,スタンダード（内国株式）,卸売業,15.6,安値反転,2,100,16.7,-5.4,待ち,67.8,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,4293,セプテーニ・ホールディングス,スタンダード（内国株式）,サービス業,13.2,安値反転,2,100,16.6,-5.6,待ち,67.6,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
2倍監視候補,1447,ＳＡＡＦホールディングス,グロース（内国株式）,建設業,-3,高値更新,2,100,15,-3.5,待ち,66.8,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,1968,太平電業,プライム（内国株式）,建設業,51.8,高値更新,2,100,15.1,-4.7,待ち,65.5,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,6217,津田駒工業,スタンダード（内国株式）,機械,189,高値更新,6,83.3,15.7,-10.7,待ち,63.8,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,4960,ケミプロ化成,スタンダード（内国株式）,化学,114.7,高値更新,4,75,18.9,-11.9,待ち,61.7,良さそう,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
2倍監視候補,7719,東京衡機,スタンダード（内国株式）,精密機器,77.3,上昇中押し目,4,75,15.9,-7.7,待ち,60.9,良さそう,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
上がったが慎重,6613,ＱＤレーザ,グロース（内国株式）,電気機器,1031.5,上昇中押し目,1,100,12.5,0,上昇中押し目,53,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,検証回数が少ない
上がったが慎重,6085,アーキテクツ・スタジオ・ジャパン,グロース（内国株式）,サービス業,1010.3,高値更新,12,75,11.8,-17.4,待ち,45,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,出来高、材料、過熱感,価格だけでは判断材料が足りない
上がったが慎重,6327,北川精機,スタンダード（内国株式）,機械,881.3,上昇中押し目,1,100,12.3,-3.1,待ち,40.9,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,検証回数が少ない
上がったが慎重,6976,太陽誘電,プライム（内国株式）,電気機器,594.8,高値更新,10,60,5.8,-18.7,上昇中押し目,34.3,見送り寄り,値動きは大きいですが、最大下落が深い。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,最大下落が深い
上がったが慎重,9256,サクシード,グロース（内国株式）,サービス業,569.6,上昇中押し目,1,100,24.5,0,高値圏,65,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,押し目、出来高継続、決算材料,検証回数が少ない
上がったが慎重,6227,ＡＩメカテック,スタンダード（内国株式）,機械,563.4,高値更新,9,66.7,7.7,-17.8,待ち,33.5,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,出来高、材料、過熱感,価格だけでは判断材料が足りない
上がったが慎重,3103,ユニチカ,スタンダード（内国株式）,繊維製品,545,上昇中押し目,2,50,7.1,-6.4,待ち,29.9,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,価格だけでは判断材料が足りない
上がったが慎重,5985,サンコール,スタンダード（内国株式）,金属製品,508.1,上昇中押し目,7,42.9,2.7,-7.7,上昇中押し目,35.1,見送り寄り,値動きは大きいですが、勝率が低い。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,勝率が低い
上がったが慎重,6834,精工技研,スタンダード（内国株式）,電気機器,495.8,上昇中押し目,8,37.5,-1.4,-13.1,上昇中押し目,18.6,見送り寄り,値動きは大きいですが、勝率が低い。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,勝率が低い
上がったが慎重,6072,地盤ネットホールディングス,スタンダード（内国株式）,サービス業,470,高値更新,7,57.1,10.6,-21.3,待ち,31.7,見送り寄り,値動きは大きいですが、最大下落が深い。買い候補ではなく監視・除外判断を優先します,出来高、材料、過熱感,最大下落が深い
上がったが慎重,5803,フジクラ,プライム（内国株式）,非鉄金属,447.8,高値更新,8,62.5,3.8,-19.1,上昇中押し目,30.6,見送り寄り,値動きは大きいですが、最大下落が深い。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,最大下落が深い
上がったが慎重,6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,電気機器,439.5,上昇中押し目,6,66.7,4.6,-12.4,上昇中押し目,41.5,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
上がったが慎重,7746,岡本硝子,スタンダード（内国株式）,精密機器,434.6,高値更新,6,50,6.2,-10.6,待ち,33.3,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,出来高、材料、過熱感,価格だけでは判断材料が足りない
上がったが慎重,6800,ヨコオ,プライム（内国株式）,電気機器,396.8,上昇中押し目,1,100,16.6,-4,待ち,48.4,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,検証回数が少ない
上がったが慎重,6997,日本ケミコン,プライム（内国株式）,電気機器,389.5,上昇中押し目,5,40,2.2,-9.7,待ち,21.6,見送り寄り,値動きは大きいですが、勝率が低い。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,勝率が低い
上がったが慎重,2334,イオレ,グロース（内国株式）,サービス業,362.6,高値更新,5,20,-4.9,-11.6,上昇中押し目,6.3,見送り寄り,値動きは大きいですが、勝率が低い。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,勝率が低い
上がったが慎重,4588,オンコリスバイオファーマ,グロース（内国株式）,医薬品,341.5,上昇中押し目,9,33.3,1.2,-8.2,上昇中押し目,28.2,見送り寄り,値動きは大きいですが、勝率が低い。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,勝率が低い
上がったが慎重,4047,関東電化工業,プライム（内国株式）,化学,333.8,高値更新,8,75,12.5,-12.5,上昇中押し目,60.1,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
上がったが慎重,485A,パワーエックス,グロース（内国株式）,電気機器,314.8,安値反転,0,0,0,0,待ち,-30,未約定,値動きは大きいですが、勝率が低い。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,勝率が低い
上がったが慎重,6101,ツガミ,プライム（内国株式）,機械,297.7,高値更新,9,44.4,2.6,-7.8,待ち,27.5,見送り寄り,値動きは大きいですが、勝率が低い。買い候補ではなく監視・除外判断を優先します,出来高、材料、過熱感,勝率が低い
上がったが慎重,7771,日本精密,スタンダード（内国株式）,精密機器,272.9,安値反転,1,100,40.7,0,待ち,101.4,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,検証回数が少ない
上がったが慎重,4255,ＴＨＥＣＯＯ,グロース（内国株式）,情報・通信業,258.7,上昇中押し目,2,50,2.9,-4.3,上昇中押し目,32,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
上がったが慎重,6376,日機装,プライム（内国株式）,精密機器,256.4,上昇中押し目,1,100,11.1,-2.4,高値圏,35.4,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,押し目、出来高継続、決算材料,検証回数が少ない
上がったが慎重,268A,リガク・ホールディングス,プライム（内国株式）,精密機器,247.9,上昇中押し目,4,50,2.5,-10,待ち,22.5,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,価格だけでは判断材料が足りない
上がったが慎重,6961,エンプラス,プライム（内国株式）,電気機器,245.2,上昇中押し目,4,50,0.2,-11.3,待ち,16.3,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,価格だけでは判断材料が足りない
上がったが慎重,4461,第一工業製薬,プライム（内国株式）,化学,242.7,高値更新,6,50,2.1,-14.5,待ち,20.3,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,出来高、材料、過熱感,価格だけでは判断材料が足りない
上がったが慎重,6840,ＡＫＩＢＡホールディングス,スタンダード（内国株式）,電気機器,238.1,高値更新,8,37.5,1.7,-11.1,上昇中押し目,27.2,見送り寄り,値動きは大きいですが、勝率が低い。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,勝率が低い
上がったが慎重,6920,レーザーテック,プライム（内国株式）,電気機器,229.4,高値更新,8,50,4.5,-9.5,上昇中押し目,39,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
上がったが慎重,6134,ＦＵＪＩ,プライム（内国株式）,機械,227.2,上昇中押し目,1,100,15.9,-4,待ち,46.9,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,検証回数が少ない
上がったが慎重,5367,ニッカトー,スタンダード（内国株式）,ガラス・土石製品,223.9,高値更新,8,62.5,7.8,-12.5,上昇中押し目,46.6,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
上がったが慎重,2737,トーメンデバイス,プライム（内国株式）,卸売業,216.3,上昇中押し目,5,60,4.6,-7.6,高値圏,32.2,中立,値動きは大きいですが、高値掴みリスクが高い。買い候補ではなく監視・除外判断を優先します,押し目、出来高継続、決算材料,高値掴みリスクが高い
上がったが慎重,3441,山王,スタンダード（内国株式）,金属製品,215.9,上昇中押し目,1,100,14,0,待ち,48.1,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,検証回数が少ない
上がったが慎重,6963,ローム,プライム（内国株式）,電気機器,212.6,上昇中押し目,2,50,2.4,-6.9,待ち,20,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,価格だけでは判断材料が足りない
上がったが慎重,6668,アドテック　プラズマ　テクノロジー,スタンダード（内国株式）,電気機器,211.9,上昇中押し目,1,100,17.5,0,待ち,55,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,検証回数が少ない
上がったが慎重,9984,ソフトバンクグループ,プライム（内国株式）,情報・通信業,209,安値反転,1,100,16.7,-6.7,待ち,45.3,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,検証回数が少ない
上がったが慎重,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム（内国株式）,電気機器,208.8,上昇中押し目,5,60,4,-11.2,待ち,30.6,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,価格だけでは判断材料が足りない
